iso3c,year,current_account_GDP_ameco,unemp_rate,gdp_real_ppp,gdp_real_pc_ppp,gini_post_tax,gini_pre_tax,wage_share,ext_balance_usd,ext_balance_gdp
GBR,2002,-2.266441,5.1,2056493072013.03,34638.3102621259,33.9,52.5,57.1618602,-46928956834.5324,-2.63043375987956
GBR,2003,-1.9280311,5,2124890166665.72,35624.0818745365,33.7,52.3,57.0986109,-45792653061.2245,-2.22608474804956
GBR,2004,-2.308406,4.7,2175132245624.36,36259.513407317,34,52.5,57.6011425,-61592823141.7063,-2.54325122184465
GBR,2005,-2.0367193,4.8,2242476274441.97,37126.349338819,33.6,52.2,56.966553,-59752727272.7273,-2.3480055099253
GBR,2006,-3.0497946,5.4,2297551483918.55,37759.598347433,33.7,52.4,57.6632615,-55952161913.5235,-2.05929078052606
GBR,2007,-3.5848251,5.3,2351698068824.48,38349.700155137,33.9,52.7,58.2931889,-63433373349.3397,-2.04216506599161
GBR,2008,-4.2284573,5.6,2340585347305.21,37869.2629742833,34,53,57.703783,-60601102941.1765,-2.06204589579872
GBR,2009,-3.5537691,7.6,2242567263511.45,36009.9804229035,34,53.3,59.7283644,-35757906215.9215,-1.47406750924784
GBR,2010,-3.3777101,7.8,2291523422122.09,36508.7801742556,33.5,53.7,59.7417326,-46690303402.4452,-1.87427699502852
GBR,2011,-1.958352,8.1,2329213712304.48,36820.321718188,33.3,52.7,58.576482,-26865731321.8515,-1.00436715225854
GBR,2012,-3.7677856,7.9,2362918842570.34,37094.3126260054,33,52.4,58.5424034,-33495143920.1599,-1.23182028111575
GBR,2013,-5.1490138,7.5,2411272554060.07,37600.7992808045,33,53,58.5179228,-36636617637.8012,-1.30691434928938
GBR,2014,-4.9285499,6.1,2482346272950.75,38418.586445095,33,52.2,57.5432337,-54463364193.7464,-1.76418667471146
GBR,2015,-4.9141831,5.3,2540659601545.17,39009.7348938003,33.1,52.2,57.5848127,-45729442740.7325,-1.54670392701161
GBR,2016,-5.2190275,4.8,2586117999161.24,39425.1958826979,33.4,52.6,57.8256748,-44592847914.6602,-1.63772575940749
GBR,2017,-3.3354817,4.4,2633261062433,39883.8207310329,33,51.9,57.8491869,-34098985079.6423,-1.26338547252143
GBR,2018,-3.855271,4,,,,,58.1895356,-37751725200.4686,-1.30142845316826
GBR,2019,-3.7078156,4.1,,,,,58.5782361,-26406444734.4435,-0.917312816174289
GBR,2020,-3.3946901,4.2,,,,,58.9426706,8148722370.99664,0.2955755282436
GRC,1994,1.3014233,8.9,219799326839.432,20907.5390114597,34.3,46.1,48.227282,-8479169943.82022,-7.27190300735783
GRC,1995,-3.3760998,9.2,224414496752.446,21247.0408971018,34.5,46.5,49.0603265,-11302476834.8287,-8.25731426403756
GRC,1996,-5.2018874,9.6,230837528799.62,21759.0612321488,34.4,46.9,48.1534804,-13014238391.846,-8.92231902392239
GRC,1997,-3.5067854,9.8,241188743298.647,22622.9137945759,34.2,47.1,49.0003885,-9777231998.00324,-6.82969817025105
GRC,1998,-6.7431008,11.1,250582815172.056,23374.1527731618,34,47.1,49.6142407,-13973589300.1268,-9.6751132824579
GRC,1999,-6.5284273,12,258282214391.333,24000.1358885311,33.9,47.1,49.4945698,-12641131817.2047,-8.86544044278528
GRC,2000,-9.0194232,11.2,268406285140.34,24839.0759062479,33.7,47.2,49.4674157,-14322846791.3051,-10.9789154447127
GRC,2001,-9.2672805,10.7,279495791631.05,25731.2092719044,33.5,47.4,48.6770008,-14397643210.6516,-10.5624808541854
GRC,2002,-8.809674,10.3,290460053341.344,26642.768959863,33.3,47.6,51.3971922,-15646977671.069,-10.1232868335303
GRC,2003,-10.9638614,9.7,307290851942.921,28119.4073558205,33,47.6,51.2393571,-22464882716.5282,-11.1008880511229
GRC,2004,-8.6883095,10.6,322842819111.997,29469.5266005245,33.1,47.7,50.578712,-20439040354.2892,-8.48221206750771
GRC,2005,-9.5047282,10,324777106214.375,29559.2813870956,33.1,48.3,53.853045,-20515169268.1961,-8.27640315677525
GRC,2006,-12.3000491,9,343134916881.389,31136.4469589464,33.2,48.6,51.6893351,-28728481528.7964,-10.5022208414474
GRC,2007,-15.5834177,8.4,354368285438.423,32073.9603960134,33,48.7,51.2956784,-39811301620.6088,-12.4838345513254
GRC,2008,-15.8491914,7.8,353180540193.816,31881.7123475428,32.9,48.9,51.779479,-44867904683.0484,-12.6065774760725
GRC,2009,-12.5118878,9.6,337991185797.721,30430.419418438,32.9,49.3,54.076351,-32400225194.1457,-9.77947295930433
GRC,2010,-11.3393114,12.7,319472523306.922,28726.0792836873,33.2,50.1,54.2783772,-22584710275.8334,-7.60108141906961
GRC,2011,-10.290801,17.9,290296713794.743,26141.3195918975,33.6,50.6,53.1057187,-16567757141.5467,-5.85441509304853
GRC,2012,-4.2340295,24.5,269103619809.722,24364.2690631745,33.8,51.2,52.2423015,-11075565713.502,-4.57612586040956
GRC,2013,-2.2026879,27.5,260380827733.851,23746.0845699961,33.7,52,49.8187284,-5882116593.1808,-2.46208759204107
GRC,2014,-2.078223,26.5,262307065531.397,24081.6305378246,33.8,51.7,49.8281468,-3661682943.76626,-1.5551312223428
GRC,2015,-0.2679027,24.9,261158596230.158,24134.6844088562,33.8,51.5,49.3605221,-2002566473.36641,-1.0233699811287
GRC,2016,-1.1693433,23.6,260659907944.892,24188.9949355739,33.5,51.3,49.3399681,-2789610583.56187,-1.44428545282795
GRC,2017,-1.0769149,21.5,264583098414.35,24604.2995937195,,,49.3312042,-3019173485.74236,-1.51076207033683
GRC,2018,-1.3985011,19.3,,,,,49.5903794,-4589204577.50666,-2.16421435528047
GRC,2019,-1.0208707,18.2,,,,,49.8526423,-3541861742.06274,-1.72652337060916
GRC,2020,-0.7787536,16.8,,,,,49.6517828,-14379644789.9316,-7.61491748684558
HUN,1994,-7.0420048,,155916548819.048,15074.078847632,28,45.8,,-2442687865.58817,-5.65873478608689
HUN,1995,-3.0661455,9.7,158238965533.294,15319.9246520145,28.2,46,54.2390357,-3595385.49771033,-0.00774438990056169
HUN,1996,-3.361772,9.9,158261363913.912,15348.4347770764,28.3,45.9,54.0506308,220869497.997664,0.473372033351562
HUN,1997,-3.9668097,9.1,163547552364.289,15893.0834135811,28.3,46.4,53.5681547,455053075.873766,0.962119222689076
HUN,1998,-6.5261693,8.7,170475177660.789,16604.881441493,28.5,47,52.6638453,-764466886.223383,-1.56952845486726
HUN,1999,-7.6431994,6.9,175908044881.757,17182.6646546342,28.6,47.9,51.8815593,-1343856817.19853,-2.73846393389122
HUN,2000,-7.8652748,6.3,183312331005.131,17952.4876728307,28.6,48,52.6352981,-1742747162.08707,-3.69082168097213
HUN,2001,-5.6244469,5.6,190352460224.218,18684.7646804518,28.5,48,52.634031,-693604433.003185,-1.29042711397715
HUN,2002,-6.7770607,5.6,198972011588.617,19586.5429189331,28.6,48.4,51.6439302,-1383388019.93149,-2.04616201152023
HUN,2003,-8.2379161,5.8,206629687547.971,20398.6995227401,28.6,49.2,52.637345,-3360777899.18892,-3.93985808681815
HUN,2004,-9.6361555,6.1,216971334022.862,21467.12177927,28.3,49.8,52.5008739,-4499881131.9396,-4.32094880028137
HUN,2005,-8.6809992,7.2,226492503026.422,22453.7566701932,27.9,50,52.7728117,-3150326306.16412,-2.78207152138405
HUN,2006,-7.423899,7.5,235215121075.308,23354.8286951337,27.4,49.8,51.8854941,-1674937021.72156,-1.44701398917066
HUN,2007,-7.2176696,7.4,236237746190.024,23492.7321590194,27,49.9,51.6427647,197494034.062752,0.140838244063026
HUN,2008,-6.8029976,7.8,238258790908.051,23735.2389602636,26.7,49.9,51.2813692,57851426.9379531,0.0365282645196641
HUN,2009,-0.7884432,10,222533772511.829,22203.0872585423,27,50.5,50.7166625,4520066797.89682,3.44742659181671
HUN,2010,0.2664869,11.2,224052294354.952,22405.1779035861,27.2,50.6,49.4047084,6277925564.95533,4.74769093141492
HUN,2011,0.91271,11,227766313841.215,22841.2103381104,27.5,50.8,49.1272374,8122235209.27109,5.71988555297161
HUN,2012,1.7637812,11,224050526597.049,22584.9144010117,27.8,51.1,49.2253757,7870725034.70614,6.10809067854876
HUN,2013,3.7486518,10.2,228741342890.596,23121.3430648403,28,51,48.2209955,8786284896.84615,6.47323131935915
HUN,2014,1.5090065,7.7,238404872621.714,24163.1425370978,27.9,50.6,47.2290543,8253775768.30202,5.85046438987875
HUN,2015,2.7178191,6.8,246835883273.134,25077.2306319899,27.7,50.4,45.1450871,9679038421.95233,7.73022388677408
HUN,2016,6.1968779,5.1,252465710545.596,25724.996828069,27.9,50.7,47.0878781,10810361485.7265,8.40383126269224
HUN,2017,3.0077162,4.2,262910378409.121,26860.5733212723,28,50.8,47.1917444,9460592736.54805,6.60950180514385
HUN,2018,0.4665724,3.7,,,,,48.1713998,6824231620.88979,4.24955860970792
HUN,2019,-1.2317015,3.5,,,,,48.2614904,3786695795.77513,2.31564669588713
HUN,2020,-1.3855777,3.5,,,,,48.5533557,3259934631.32718,2.07979420487828
IRL,1994,2.9005562,14.3,85161666500.7168,23719.3623473122,32.8,49.4,56.2972481,5384983510.01178,9.43118138473316
IRL,1995,2.6450852,12.3,93366501092.7552,25871.6028477717,32.7,49.2,53.4291912,7561724747.47475,10.9368586640233
IRL,1996,2.9370362,11.7,100657747726.461,27672.1569772898,32.5,49.1,52.5115094,8295999243.95161,10.9459205399626
IRL,1997,2.7559568,9.9,111015380153.206,30215.0825732405,32.4,49.1,50.7221479,9926303724.92837,11.9800931774074
IRL,1998,0.6259604,7.5,120451909334.089,32443.2459145831,32.1,49,50.5100825,9809849725.24392,10.8757360083413
IRL,1999,-0.0389281,5.8,133241315170.596,35485.7281268748,31.7,48.7,48.9575983,12904845409.9143,13.0491747287953
IRL,2000,0.6142993,4.5,145979037300.142,38363.3014679859,31.3,48.6,47.1624747,13853060504.3718,13.8243596917835
IRL,2001,0.1793395,4.2,154451131280.568,39948.635220437,30.9,48.7,46.6560687,17066863709.6386,15.6080325353008
IRL,2002,0.2470594,4.7,164195876575.576,41759.4328142205,30.7,49.3,44.7009842,22092284291.5381,17.179599854686
IRL,2003,0.4922029,4.8,169317981892.831,42366.3436005544,30.5,49.8,45.2926077,24947098818.7564,15.1496823801399
IRL,2004,-0.0982364,4.7,180630501634.785,44378.1018604661,30.5,50.1,45.9087907,27918899886.431,14.3636343518372
IRL,2005,-3.5404528,4.6,191479861923.835,46029.7645393233,30.2,50.6,46.5136418,23051809617.2327,10.8798079747449
IRL,2006,-5.3509651,4.8,202052742426.472,47279.3822400112,30,50.7,46.7461406,18684846091.4788,8.04754777545421
IRL,2007,-6.5051301,5,212577096729.013,48324.5963981823,29.8,50.7,48.4020395,22353723397.453,8.27672653951809
IRL,2008,-6.2384403,6.8,204210212988.007,45485.7359651686,29.5,50.7,52.5051265,23763185836.0492,8.62712070321947
IRL,2009,-4.6534417,12.6,194761872852.657,42942.8377703402,29.8,51.4,52.8104263,31969103526.6738,13.5208434431458
IRL,2010,-1.1919424,14.6,198434052626.612,43514.7604909509,29.9,52.2,50.1293996,36950206567.3167,16.6535383224029
IRL,2011,-1.6422913,15.4,205817785650.976,44937.5569642338,30.1,51.9,48.3074611,44765788997.5195,18.7323712898145
IRL,2012,-3.3863195,15.5,206193700638.4,44829.2686754068,30.4,51.8,47.4216561,39332720827.8141,17.4426949369905
IRL,2013,1.5494457,13.8,208950346578.895,45190.0219599775,30.3,51.6,47.3188,44874933087.7499,18.8329153159847
IRL,2014,1.0717853,11.9,227339083282.352,48808.8822652943,30,51.2,45.0262686,46743871351.4155,18.04994196054
IRL,2015,4.4027468,10,284440411251.295,60494.0477446508,29.7,50.8,35.5620894,83966575299.696,28.7970932425069
IRL,2016,-4.1620901,8.4,298627111246.159,62798.3330819299,29.6,50.7,36.1791446,46881110299.3775,15.6830696221181
IRL,2017,8.4745565,6.7,320193330351.943,66549.9829156987,29.7,50.7,34.8816604,74137335779.0143,22.1021233703363
IRL,2018,9.1049814,5.8,,,,,34.3009415,109950714774.447,28.5555334626822
IRL,2019,8.4790197,5.4,,,,,34.2053509,14052283267.0039,3.52079841029832
IRL,2020,7.8553608,5,,,,,34.2447363,94862891105.9115,22.274090671982
ITA,1994,1.1520149,10.6,1831628537567.62,32222.360688622,33,46.2,55.3977779,36132880643.6119,3.28714811454823
ITA,1995,1.9348245,11.2,1884504663119.53,33152.0409902736,33.2,46.7,53.4415338,42997622726.7324,3.6604248832676
ITA,1996,2.8184067,11.2,1908746354521.25,33569.0629900554,33.1,46.7,53.9173881,59461663947.7977,4.53066611261581
ITA,1997,2.6080102,11.2,1943778759591.21,34167.0952615886,33.2,46.8,53.9984927,46087085038.6539,3.71107512166578
ITA,1998,1.651969,11.3,1975191702271.28,34709.2728108162,33.3,47.1,51.745455,38522805843.6489,3.03316634998926
ITA,1999,0.7937443,10.9,2006001735574.94,35244.7565357214,33.2,47,51.7869987,22302224792.973,1.78069258422014
ITA,2000,-0.2821105,10,2080426538099.69,36535.8187670132,33.3,47.1,51.0541889,9745313088.47061,0.849874375046768
ITA,2001,0.1436765,9,2117295623397.28,37162.42333617,33.4,47.1,51.1923053,14754690399.9606,1.26321870527693
ITA,2002,-0.5106576,8.5,2122558107457.35,37199.3523731905,33.2,47.2,51.4609106,9665276392.47061,0.757010377787549
ITA,2003,-0.7910997,8.4,2125769923933.47,37090.4052236178,33.2,47.5,52.0140893,7186714435.5294,0.455541046590031
ITA,2004,-0.4891385,8,2159398304461.84,37434.1000868702,33.1,47.7,51.9549504,10646435537.5676,0.589326449629868
ITA,2005,-0.8995818,7.7,2179905381527.55,37604.360624075,33,47.2,52.1316931,-1836401651.05058,-0.0988259985553368
ITA,2006,-1.4981852,6.8,2223647071999.34,38243.8063277255,33,47,52.2736118,-16009763919.1764,-0.821202318458558
ITA,2007,-1.3857593,6.1,2256420706781.35,38612.0116543642,32.8,46.9,52.0383744,-7510630798.31375,-0.339371125234838
ITA,2008,-2.812571,6.7,2232719199712.22,37954.1606640052,32.8,47.2,52.8885427,-18482248598.0469,-0.767326409229923
ITA,2009,-1.8861091,7.7,2110320304292.05,35710.4200015019,33,47.4,54.2493732,-13649201302.2266,-0.62043831948893
ITA,2010,-3.41479,8.4,2145911350104.08,36201.1615672134,33.1,47.9,54.0535251,-39690631283.3334,-1.85808867164813
ITA,2011,-3.009717,8.4,2158285168982.73,36347.3424784176,33.6,48.1,53.6417328,-32143587482.4903,-1.40059552785197
ITA,2012,-0.3616455,10.7,2097442812673.49,35227.6248251817,33.8,48.4,53.6671184,23035104576.9141,1.10376482731308
ITA,2013,0.9565567,12.1,2061195628130.18,34219.8327781897,33.8,48.6,53.4172637,51382761948.3923,2.3989067626236
ITA,2014,1.8764576,12.7,2063538655939.68,33945.8438783585,33.6,49,52.9777745,62601879658.588,2.89554122217596
ITA,2015,1.2882809,11.9,2082605598097.42,34292.5348236811,33.7,49,52.8814513,55352377649.1015,3.01378858311359
ITA,2016,2.4602385,11.7,2106462112257.78,34744.3351902428,33.7,48.9,52.6535792,61721471023.541,3.28817867906508
ITA,2017,2.51597,11.2,2139570637252.41,35343.358973353,,,52.1722458,56171927914.4707,2.8632906919803
ITA,2018,2.4369238,10.6,,,,,52.7876329,50280791591.2157,2.40355715891555
ITA,2019,2.5394739,10.9,,,,,52.8161074,66893079858.8234,3.32588644385962
ITA,2020,2.4996924,11,,,,,52.7517375,69313257114.7084,3.66238016387474
LUX,1994,,3.2,26329617330.3327,65346.1992438609,24.5,40.1,50.8663752,3273598987.21968,18.4930300441252
LUX,1995,10.658163,2.9,26706710182.8191,65357.5042711999,25.1,40.7,50.9689652,4048253968.25397,19.4132055106221
LUX,1996,10.6111508,2.9,27077513718.9217,65369.095826958,25.5,41.4,50.6975304,4247033224.7557,20.3252896368021
LUX,1997,8.7923028,2.7,28623563147.5396,68240.7036536885,25.8,41.9,51.0622577,3981856111.86288,20.353145762833
LUX,1998,8.8478055,2.7,30353757777.4358,71471.0566928086,25.9,42.1,51.8580549,3793094020.89353,18.8242381095204
LUX,1999,5.4559898,2.4,32928060831.9574,76492.3882500899,26.1,42.3,49.4790849,4369002405.14325,19.9504043238973
LUX,2000,6.6249498,2.2,35641266895.965,81689.8164014783,26.2,42.7,49.7291835,4856922804.46276,22.8774420216247
LUX,2001,8.1179778,1.9,36543694836.0446,82766.9890403592,26.3,43.1,52.6840802,4627445497.52127,21.636180972198
LUX,2002,7.6131583,2.6,37939470223.0149,85032.7118799011,26.5,43.6,53.3576383,5211061529.04511,22.0342420847325
LUX,2003,3.1675067,3.8,38557613098.3109,85374.3398319662,26.7,44,52.7745094,6146511781.66626,20.7181589159412
LUX,2004,7.0634064,5,39950382217.2853,87209.8193983459,27,44.6,52.617193,7799067256.82357,22.2418422933425
LUX,2005,9.2550907,4.6,41217785214.6999,88610.2898686036,27.3,45,52.2180282,8879862271.25291,23.5713427561441
LUX,2006,1.3647476,4.6,43352242437.3619,91724.1824854209,27.4,45.3,50.1783096,12701864962.2106,29.6010758727604
LUX,2007,9.0745093,4.2,46974128599.1102,97864.1951009914,27.8,45.7,49.624672,16336899957.104,31.6683909418714
LUX,2008,5.644847,4.9,46373054426.7791,94900.3467241975,28.1,46.2,52.0978179,18109940087.932,30.776042795173
LUX,2009,-2.0994404,5.1,44351835227.9513,89098.7342435384,28,46.1,55.2058681,17602447068.3711,32.3174644846066
LUX,2010,4.9694097,4.6,46509538067.72,91743.2938905974,28,46.4,52.719997,17846724852.25,31.7478373731493
LUX,2011,1.1344932,4.8,47690524461.9649,92005.0168361444,28.2,46.6,51.4805894,18671634868.3463,30.2637929984988
LUX,2012,-0.3302949,5.1,47522406130.3068,89505.1589621295,28.8,47.2,52.5283545,18313535757.9129,30.6367409288497
LUX,2013,-1.3830238,5.9,49259050866.1997,90656.3804221873,28.7,47,51.9210629,21017073519.5306,32.233155538089
LUX,2014,-1.0430609,6,51375607076.8136,92349.1864861951,28.6,46.4,51.4369639,22111342537.485,32.1363316425868
LUX,2015,1.9792993,6.5,53387456721.0942,93727.3205965797,29.1,46,51.8003076,19546646966.8043,32.538923722197
LUX,2016,2.5797783,6.3,54674858288.3577,93940.7957340506,29.2,45.8,52.1065784,21004332240.1261,33.7598581043561
LUX,2017,4.8385714,5.6,55519946036.3272,93101.7849607054,,,53.660602,20831428213.8294,31.701015101158
LUX,2018,4.7959018,5.4,,,,,53.4183013,23315381762.8831,32.707267192985
LUX,2019,4.5780069,5.2,,,,,54.3344453,21662361276.149,30.8599479658178
LUX,2020,4.6890001,5.2,,,,,54.6608351,24269944883.4429,33.0864462894825
LVA,1994,4.9678212,13.1,,,28.8,42.6,56.5797393,,
LVA,1995,-2.7591899,14.9,20585788130.0417,8283.83269030626,29.6,43.1,48.3455378,-274522247.575585,-4.74203053355757
LVA,1996,-6.8078484,15.9,21071410829.0215,8575.29797023691,30.3,43.6,52.4024293,-538259315.97754,-9.00814893837412
LVA,1997,-7.1120034,15.4,22962386582.9239,9438.4681112505,31,44.1,50.5069019,-590058069.199129,-9.0389815833405
LVA,1998,-9.6848706,14,24459940400.7881,10149.2728483834,31.6,44.6,49.1444784,-865734540.688669,-12.0806762815157
LVA,1999,-9.527226,14.1,25100535081.2021,10500.1983203396,32.2,45,50.3387119,-738938265.673793,-9.80832288583166
LVA,2000,-5.6542132,14.3,26457685491.8877,11175.1327287228,32.8,45.5,48.7304163,-634042873.696408,-7.96651083425906
LVA,2001,-8.3491955,13.5,28167198619.2256,12051.8398829463,33.4,46,47.3370708,-866921871.502127,-10.3669043110484
LVA,2002,-7.2231319,12.5,30167923160.9054,13058.72900467,34,46.4,44.5367181,-967859254.206457,-10.127195285953
LVA,2003,-8.5292563,11.6,32711287609.4814,14297.1726321022,34.6,46.9,44.1919325,-1473642848.35814,-12.518229343238
LVA,2004,-12.9071848,11.7,35437952297.0499,15658.8784418383,35.1,47.2,44.0099319,-2210251073.24054,-15.3110066818826
LVA,2005,-12.5127691,10,39228763188.3494,17522.2354433557,35.5,47.5,45.5703704,-2430826384.56752,-14.2960691773262
LVA,2006,-21.3989005,7,43892822018.5522,19786.1850092443,35.5,47.7,46.9402816,-4452603461.24906,-20.6425019472407
LVA,2007,-21.133622,6.1,48273004944.1869,21939.0339809741,35.7,47.9,49.7477852,-5915885651.75763,-19.050102370366
LVA,2008,-12.7031313,7.7,46560450472.2381,21384.2741093132,35.8,48,53.8531297,-4539669638.94168,-12.6614461917647
LVA,2009,7.8975003,17.5,39854957902.3844,18609.2985902044,35.8,48.1,53.1388266,-524093689.185432,-1.98438337499647
LVA,2010,2.1228261,19.5,38284405411.0273,18251.9196927028,35.7,48.1,48.6103915,-500209953.069237,-2.08802199029411
LVA,2011,-3.0741633,16.2,40727341459.1352,19773.3473316547,35.6,48.1,44.6453521,-1629413275.45632,-5.93066428386386
LVA,2012,-3.525787,15,42370538334.0165,20827.8732755367,35.5,48.1,45.2467071,-1504536331.62898,-5.34093549873874
LVA,2013,-2.4471411,11.9,43400079371.7675,21563.6817443732,35.4,48,46.8928429,-1319196557.57643,-4.36750873994077
LVA,2014,-1.7374342,10.8,44206558591.5073,22172.2127050536,35.2,47.9,48.4601896,-923252248.065095,-2.94152130793274
LVA,2015,-0.4669758,9.9,45520246586.9951,23018.7737446797,35.2,47.9,51.4182575,-469885366.257031,-1.7235220102648
LVA,2016,1.6163638,9.6,46459958043.4625,23709.6610288362,35.1,47.9,53.4132441,89808584.0603115,0.319790169405428
LVA,2017,0.7192305,8.7,48614064530.2711,25029.7925549524,35.2,47.9,53.3896089,-196706864.534118,-0.645283152697705
LVA,2018,-0.4784434,7.4,,,,,53.5480654,-240803710.276078,-0.699420681305567
LVA,2019,-0.2476978,6.9,,,,,53.8706405,-241926277.890196,-0.705143846316642
LVA,2020,-0.2093467,6.7,,,,,53.9470967,395214702.245915,1.1746449446539
NLD,1994,5.2546475,7.2,521429225353.801,33896.8157471203,26.4,44,62.3802339,24721442063.2038,6.52056684744784
NLD,1995,6.24615,8.3,537677147563.324,34780.8356865457,26.3,43.3,61.308446,29957452648.9157,6.62333445608669
NLD,1996,5.7868698,7.7,556854581811.111,35855.5522051586,25.9,42.9,60.7156539,27227450980.3922,6.04396082698585
NLD,1997,5.4345529,6.5,580798590600.472,37205.2791267803,25.5,42.6,59.7116311,26589112265.6426,6.37915056659603
NLD,1998,4.1349751,5.1,607082137375.912,38649.905108916,25.2,42.6,59.2764602,26844034658.9647,6.12866001344171
NLD,1999,5.1521126,4.2,637750065445.993,40333.0708408651,24.7,42.6,59.508101,24177138720.0773,5.40815669707886
NLD,2000,6.3306542,3.7,664782779691.83,41743.2568540699,25.2,42.7,59.2706629,27322306425.0981,6.54458891123368
NLD,2001,4.3118529,3.1,678904523251.513,42309.4171479762,25.6,43.1,58.3500439,28303684329.9213,6.55805063905819
NLD,2002,4.9022523,3.7,679608071880.324,42083.7859823598,25.9,43.7,58.897625,32409539441.1765,6.83944709730074
NLD,2003,6.1005051,4.8,681537632659.017,42004.6192458555,26.2,44.4,59.0566915,38564651249.8038,6.64827128956144
NLD,2004,6.5798075,5.7,695377660403.973,42708.9484757146,26.6,45,58.3051902,50957702301.9306,7.73986086917092
NLD,2005,5.1987446,5.9,710400362962.549,43529.7860842103,26.8,45.2,57.0188776,57963409880.1556,8.45751275679228
NLD,2006,7.4391066,5,735396772707.335,44989.1244834065,27,45.4,55.6711971,63047383725.8823,8.59008529696551
NLD,2007,5.3439282,4.2,762595224569.449,46551.6650149929,27,45.6,55.6240505,60188654526.2747,7.09304391362631
NLD,2008,4.260829,3.7,775552180926.047,47158.6631704948,26.8,45.3,56.263447,81169523564.8437,8.52737493008322
NLD,2009,5.6108584,4.4,746332604638.495,45149.1280566733,26.5,45,59.2078986,66100133755.0781,7.58447735587557
NLD,2010,7.0383159,5,765998815150.738,46101.7545025257,26.5,45,57.8791287,68513037333.3335,8.08527082058928
NLD,2011,8.6355382,5,777880906388.857,46599.02103045,26.4,44.1,58.4490399,77259084357.9768,8.53436332856161
NLD,2012,10.2446375,5.8,769865979379.906,45948.5362831563,26.5,43.9,59.2310274,81697142067.1875,9.73833247060337
NLD,2013,10.0696027,7.3,768863804497.511,45753.6324046841,26.8,44.6,58.9217975,89573593036.863,10.2116242696411
NLD,2014,9.5156055,7.4,779807776530.006,46238.2097020059,27.2,43.9,58.8485557,99049032976.0781,11.1020608731908
NLD,2015,6.2990574,6.9,795085534198.946,46935.6049728766,27.2,43.3,57.6333721,57427277705.8593,7.50121737718983
NLD,2016,8.0618406,6,812511532978.612,47709.7212052938,27.2,43,57.7132348,80065622861.0897,10.2116647866764
NLD,2017,10.4803215,4.9,835821125458.889,48789.135711559,,,57.3506267,89685388600.0002,10.7553248273377
NLD,2018,10.9698684,3.8,,,,,57.2730019,96374154681.5686,10.543717142536
NLD,2019,10.1358091,3.5,,,,,57.3050832,89242268972.5489,9.8047487562342
NLD,2020,9.4617216,3.6,,,,,57.4524709,95120949757.1987,10.4086389741218
POL,1994,2.2679275,14.4,407785290998.937,10580.1046331461,29.2,47.8,57.5452233,,
POL,1995,1.4981882,13.2,436133939751.072,11300.2710804927,30.3,49.9,56.8803408,3074226804.12371,2.16049382716049
POL,1996,-0.9178546,12.1,462548738613.574,11975.5672031304,29.7,48.9,58.5480079,-2265123697.19224,-1.41399454036495
POL,1997,-3.2039464,10.9,492427304916.721,12740.7926723475,29.8,48.8,59.1504978,-6181502149.84905,-3.87900846182991
POL,1998,-3.7332321,10.2,515151089342.272,13323.9707346132,29.7,48.5,58.6656583,-8458019220.80912,-4.84184726479691
POL,1999,-5.0336632,13.4,539065488351.518,13943.6551893679,29.6,48.8,58.0252698,-10079151017.1158,-5.92783123063466
POL,2000,-5.4879698,16.1,563644562993.499,14732.4819975514,29.9,48.7,56.8048616,-11180368606.3367,-6.4919310124612
POL,2001,-2.5308536,18.3,570678877792.809,14920.4597322179,30.3,48.8,58.5329719,-7220254525.02504,-3.78210935220869
POL,2002,-2.2118927,20,582329879985.341,15232.1301462194,30.8,49.3,55.9860438,-7089215686.27451,-3.56113044099215
POL,2003,-1.8216637,19.8,603075216283.877,15785.4208615325,31.7,50.7,53.8926437,-5980046797.45957,-2.74531607078777
POL,2004,-6.1045247,19.1,634047045738.359,16605.8184287535,32.2,51.9,50.6127702,-7588856080.48994,-2.9747366548386
POL,2005,-3.1989928,17.9,656198484341.095,17193.5237317708,32.6,52,49.6997115,-4002472569.92737,-1.30738089709549
POL,2006,-3.9965452,13.9,696748952043.433,18267.5880180759,32.1,51.4,48.4902304,-8025586491.36375,-2.3288084972289
POL,2007,-6.7102277,9.6,745763861167.56,19563.2976317127,31.7,50.6,48.2653687,-16298276671.8451,-3.79887967070538
POL,2008,-6.6297376,7.1,777456673512.194,20391.9002245226,31.6,50.2,50.0955201,-28153328905.8609,-5.27602131659784
POL,2009,-3.3971526,8.1,799382971219.087,20952.8016743906,31.4,49.7,48.7086843,-4323899875.00401,-0.983291120788615
POL,2010,-4.8360961,9.7,828216141525.126,21770.6444359772,31.4,49.2,49.0415103,-10417205584.8506,-2.17100115838335
POL,2011,-4.762309,9.7,869769693309.293,22850.6388460286,31.1,49.3,47.910902,-11426015930.8762,-2.1627841157744
POL,2012,-3.2930021,10.1,883754778000.423,23218.1112952256,31.2,49.4,47.7683601,-3800399201.59681,-0.762330899410019
POL,2013,-0.494962,10.3,896055692894.084,23555.4962149534,31.7,49.8,47.7303803,7507751692.71657,1.4409822168135
POL,2014,-1.3528595,9,925790830965.083,24355.3952737249,31,49.3,47.7775537,5255666508.16294,0.968827356005339
POL,2015,0.1899759,7.5,961331455330.114,25307.2455311155,30.5,49.1,47.1360927,13169120573.0203,2.75613065706075
POL,2016,-0.0295522,6.2,990773196008.699,26093.5192486838,30.2,49.3,48.1573566,17812468296.642,3.76879473803681
