year,location_code,coal_metal_export_share,oil_exports_share,primary_exports_share_1,primary_exports_share_2,exp_to_gdp,res_rents
1988,AUT,0.044767852974728,0.00327679875419497,0.0878798881791265,0.100750211682842,,
1989,AUT,0.0439346448874148,0.00356917884443529,0.0899647128372986,0.102110834202034,,
1990,AUT,0.0383185741276353,0.00387052539779017,0.0854323608560707,0.0971350439826145,,
1991,AUT,0.037178700289077,0.00348415121968123,0.0778939487081291,0.0900436105973578,,
1992,AUT,0.0342897693968654,0.00394753825569185,0.0754453114238779,0.087116593303002,,
1993,AUT,0.0349391327849638,0.00414184110662899,0.0755422050610798,0.088514578225474,,
1994,AUT,0.036666632257511,0.00522357975829217,0.080758273640223,0.0953928582148526,,
1995,AUT,0.0360278823586772,0.00458485441758378,0.0832298503509076,0.0943476779823398,,
1996,AUT,0.0354045094118721,0.00635622486036381,0.0828499792811273,0.0962085663941991,,
1997,AUT,0.0347667553139239,0.00731599037206753,0.0860218461206848,0.0995977503403372,,
1998,AUT,0.032632437902054,0.00603821543506043,0.0849236310479106,0.0964149401504296,,
1999,AUT,0.028608324133497,0.00680911058061863,0.0920583490421909,0.104482704817126,,
2000,AUT,0.0353629037799784,0.00657609604392497,0.0822958516871431,0.0940974851883297,,
2001,AUT,0.0368720316882473,0.00696869529218961,0.0836715237498584,0.101899980330338,,
2002,AUT,0.0391955560389823,0.00668778506686264,0.0852993048600265,0.106085588632696,,
2003,AUT,0.037887884332449,0.00734486094248145,0.0899379071613256,0.110722712956021,,
2004,AUT,0.0415948539560549,0.00861326049805031,0.0883469091139386,0.112730685415663,,
2005,AUT,0.0429527750696684,0.00864715593563269,0.0659420824795523,0.0982152057626273,94.0338056833054,0.164167152492918
2006,AUT,0.0526802979637239,0.00814663931981396,0.0671016875355761,0.103438194179855,98.0883112053436,0.202262416920394
2007,AUT,0.0316890828444419,0.00972475550694097,0.0701411089569962,0.086310202160066,100.733254061926,0.230296407635061
2008,AUT,0.0320434940410444,0.0127744923540918,0.071357693536765,0.0907186086882589,102.073682731706,0.259829789850987
2009,AUT,0.0303732402305968,0.0130537535180809,0.0738045628563171,0.0939793762975562,87.0622309742796,0.169947981348026
2010,AUT,0.0379429525640962,0.0133516773107269,0.0740866280605796,0.0948589225210882,99.0197962369563,0.215220189238034
