"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","AVWAGE","TOT","USD","A","2007",37600.92179894,
"SWE","AVWAGE","TOT","USD","A","2008",38121.9709734893,
"SWE","AVWAGE","TOT","USD","A","2009",38371.535363473,
"SWE","AVWAGE","TOT","USD","A","2010",38600.5854391631,
"SWE","AVWAGE","TOT","USD","A","2011",39085.1372344394,
"SWE","AVWAGE","TOT","USD","A","2012",39948.5824335321,
"SWE","AVWAGE","TOT","USD","A","2013",40366.1406882961,
"SWE","AVWAGE","TOT","USD","A","2014",40777.796931324,
"SWE","AVWAGE","TOT","USD","A","2015",41467.0510335515,
"SWE","AVWAGE","TOT","USD","A","2016",42154.4897851354,
"SWE","AVWAGE","TOT","USD","A","2017",42392.7553925393,
"CHE","AVWAGE","TOT","USD","A","1990",49394.2176370077,
"CHE","AVWAGE","TOT","USD","A","1991",50268.8192009114,
"CHE","AVWAGE","TOT","USD","A","1992",50720.797852745,
"CHE","AVWAGE","TOT","USD","A","1993",51236.5664460053,
"CHE","AVWAGE","TOT","USD","A","1994",51883.4528352605,
"CHE","AVWAGE","TOT","USD","A","1995",52029.2647431191,
"CHE","AVWAGE","TOT","USD","A","1996",52485.5470700811,
"CHE","AVWAGE","TOT","USD","A","1997",53221.8119982789,
"CHE","AVWAGE","TOT","USD","A","1998",53268.1391776894,
"CHE","AVWAGE","TOT","USD","A","1999",54089.0225903721,
"CHE","AVWAGE","TOT","USD","A","2000",54405.284063209,
"CHE","AVWAGE","TOT","USD","A","2001",56435.1702671939,
"CHE","AVWAGE","TOT","USD","A","2002",57314.6101143051,
"CHE","AVWAGE","TOT","USD","A","2003",57167.661706471,
"CHE","AVWAGE","TOT","USD","A","2004",56674.8508489926,
"CHE","AVWAGE","TOT","USD","A","2005",57534.5998691438,
"CHE","AVWAGE","TOT","USD","A","2006",57889.0932933356,
"CHE","AVWAGE","TOT","USD","A","2007",58745.6819282574,
"CHE","AVWAGE","TOT","USD","A","2008",59056.5523566867,
"CHE","AVWAGE","TOT","USD","A","2009",60255.1031163132,
"CHE","AVWAGE","TOT","USD","A","2010",60400.2035023445,
"CHE","AVWAGE","TOT","USD","A","2011",60502.5122840157,
"CHE","AVWAGE","TOT","USD","A","2012",61567.3673906285,
"CHE","AVWAGE","TOT","USD","A","2013",62516.0528153685,
"CHE","AVWAGE","TOT","USD","A","2014",62616.2171513568,
"CHE","AVWAGE","TOT","USD","A","2015",62495.2828450202,
"CHE","AVWAGE","TOT","USD","A","2016",62369.7478854347,
"CHE","AVWAGE","TOT","USD","A","2017",62282.5688602117,
"GBR","AVWAGE","TOT","USD","A","1990",30750.3494837456,
"GBR","AVWAGE","TOT","USD","A","1991",30736.3468061971,
"GBR","AVWAGE","TOT","USD","A","1992",31352.3252528894,
"GBR","AVWAGE","TOT","USD","A","1993",31870.6398430204,
"GBR","AVWAGE","TOT","USD","A","1994",32452.809002591,
"GBR","AVWAGE","TOT","USD","A","1995",32492.3553037273,
"GBR","AVWAGE","TOT","USD","A","1996",32496.0191072832,
"GBR","AVWAGE","TOT","USD","A","1997",33477.8787911459,
"GBR","AVWAGE","TOT","USD","A","1998",35071.6470295453,
"GBR","AVWAGE","TOT","USD","A","1999",36404.6010286038,
"GBR","AVWAGE","TOT","USD","A","2000",38110.3578014889,
"GBR","AVWAGE","TOT","USD","A","2001",40036.0948698333,
"GBR","AVWAGE","TOT","USD","A","2002",40690.3540371997,
"GBR","AVWAGE","TOT","USD","A","2003",41771.1705897227,
"GBR","AVWAGE","TOT","USD","A","2004",42751.4963705009,
"GBR","AVWAGE","TOT","USD","A","2005",42630.4673885108,
"GBR","AVWAGE","TOT","USD","A","2006",43627.4311733532,
"GBR","AVWAGE","TOT","USD","A","2007",44897.2303133629,
"GBR","AVWAGE","TOT","USD","A","2008",43724.120889231,
"GBR","AVWAGE","TOT","USD","A","2009",44464.9501967215,
"GBR","AVWAGE","TOT","USD","A","2010",44520.5286411349,
"GBR","AVWAGE","TOT","USD","A","2011",43369.939455965,
"GBR","AVWAGE","TOT","USD","A","2012",43105.0849175443,
"GBR","AVWAGE","TOT","USD","A","2013",43153.9886368667,
"GBR","AVWAGE","TOT","USD","A","2014",42781.9138848303,
"GBR","AVWAGE","TOT","USD","A","2015",43152.1720562389,
"GBR","AVWAGE","TOT","USD","A","2016",43712.6196635994,
"GBR","AVWAGE","TOT","USD","A","2017",43731.542692694,
"USA","AVWAGE","TOT","USD","A","1990",44721.3530511168,
"USA","AVWAGE","TOT","USD","A","1991",45052.2633678448,
"USA","AVWAGE","TOT","USD","A","1992",46106.1792760464,
"USA","AVWAGE","TOT","USD","A","1993",45838.8862599047,
"USA","AVWAGE","TOT","USD","A","1994",45665.4824100438,
"USA","AVWAGE","TOT","USD","A","1995",45944.6805595796,
"USA","AVWAGE","TOT","USD","A","1996",46615.742654448,
"USA","AVWAGE","TOT","USD","A","1997",47779.1332298234,
"USA","AVWAGE","TOT","USD","A","1998",49759.3727011321,
"USA","AVWAGE","TOT","USD","A","1999",51072.7096198922,
"USA","AVWAGE","TOT","USD","A","2000",52801.1819313005,
"USA","AVWAGE","TOT","USD","A","2001",53243.9837062547,
"USA","AVWAGE","TOT","USD","A","2002",53652.4155429885,
"USA","AVWAGE","TOT","USD","A","2003",54279.6347595294,
"USA","AVWAGE","TOT","USD","A","2004",55334.6640364282,
"USA","AVWAGE","TOT","USD","A","2005",55391.0422213796,
"USA","AVWAGE","TOT","USD","A","2006",56297.9457670566,
"USA","AVWAGE","TOT","USD","A","2007",57419.626638872,
"USA","AVWAGE","TOT","USD","A","2008",57192.3202321698,
"USA","AVWAGE","TOT","USD","A","2009",57687.315415598,
"USA","AVWAGE","TOT","USD","A","2010",58054.3811687826,
"USA","AVWAGE","TOT","USD","A","2011",58200.1413360588,
"USA","AVWAGE","TOT","USD","A","2012",58669.213014264,
"USA","AVWAGE","TOT","USD","A","2013",58411.6324256051,
"USA","AVWAGE","TOT","USD","A","2014",59249.9229499367,
"USA","AVWAGE","TOT","USD","A","2015",60691.6617126804,
"USA","AVWAGE","TOT","USD","A","2016",60685.8079109297,
"USA","AVWAGE","TOT","USD","A","2017",60558.3581202393,
"EST","AVWAGE","TOT","USD","A","1995",9098.74095446408,
"EST","AVWAGE","TOT","USD","A","1996",9457.49367781407,
"EST","AVWAGE","TOT","USD","A","1997",10346.0293279511,
"EST","AVWAGE","TOT","USD","A","1998",10968.2957850401,
"EST","AVWAGE","TOT","USD","A","1999",11388.5520996683,
"EST","AVWAGE","TOT","USD","A","2000",12247.7773889792,
"EST","AVWAGE","TOT","USD","A","2001",12727.4447426487,
"EST","AVWAGE","TOT","USD","A","2002",13499.735464309,
"EST","AVWAGE","TOT","USD","A","2003",14719.4814369256,
"EST","AVWAGE","TOT","USD","A","2004",15820.0538824489,
"EST","AVWAGE","TOT","USD","A","2005",16771.1021151021,
"EST","AVWAGE","TOT","USD","A","2006",18191.2590458325,
"EST","AVWAGE","TOT","USD","A","2007",21124.6968595723,
"EST","AVWAGE","TOT","USD","A","2008",21396.4194937383,
"EST","AVWAGE","TOT","USD","A","2009",20673.085769525,
"EST","AVWAGE","TOT","USD","A","2010",20561.4025969941,
"EST","AVWAGE","TOT","USD","A","2011",19714.8326896726,
"EST","AVWAGE","TOT","USD","A","2012",20531.8185148096,
"EST","AVWAGE","TOT","USD","A","2013",20823.7751549607,
"EST","AVWAGE","TOT","USD","A","2014",21970.6710567653,
"EST","AVWAGE","TOT","USD","A","2015",22839.678852084,
"EST","AVWAGE","TOT","USD","A","2016",23935.4331284194,
"EST","AVWAGE","TOT","USD","A","2017",24335.9751038841,
"ISR","AVWAGE","TOT","USD","A","1995",27373.2588138105,
"ISR","AVWAGE","TOT","USD","A","1996",29744.1631378183,
"ISR","AVWAGE","TOT","USD","A","1997",30587.0487813077,
"ISR","AVWAGE","TOT","USD","A","1998",31793.2500119818,
"ISR","AVWAGE","TOT","USD","A","1999",32300.3055203035,
"ISR","AVWAGE","TOT","USD","A","2000",33486.9443803233,
"ISR","AVWAGE","TOT","USD","A","2001",34032.7327912719,
"ISR","AVWAGE","TOT","USD","A","2002",32704.2940875683,
"ISR","AVWAGE","TOT","USD","A","2003",31572.3020423173,
"ISR","AVWAGE","TOT","USD","A","2004",31100.4026820504,
"ISR","AVWAGE","TOT","USD","A","2005",31161.5651868204,
"ISR","AVWAGE","TOT","USD","A","2006",32160.6205486247,
"ISR","AVWAGE","TOT","USD","A","2007",32779.3817189706,
"ISR","AVWAGE","TOT","USD","A","2008",31992.5113019619,
"ISR","AVWAGE","TOT","USD","A","2009",31276.7550557469,
"ISR","AVWAGE","TOT","USD","A","2010",31016.6583313665,
"ISR","AVWAGE","TOT","USD","A","2011",31264.2844625226,
"ISR","AVWAGE","TOT","USD","A","2012",31747.7512725387,
"ISR","AVWAGE","TOT","USD","A","2013",32022.2226642085,
"ISR","AVWAGE","TOT","USD","A","2014",32015.8632182023,
"ISR","AVWAGE","TOT","USD","A","2015",33018.9879986887,
"ISR","AVWAGE","TOT","USD","A","2016",34071.6082115378,
"ISR","AVWAGE","TOT","USD","A","2017",35067.4493018789,
"SVN","AVWAGE","TOT","USD","A","1995",22481.1388050514,
"SVN","AVWAGE","TOT","USD","A","1996",23647.9966609096,
"SVN","AVWAGE","TOT","USD","A","1997",24930.2825709212,
"SVN","AVWAGE","TOT","USD","A","1998",25257.8174158224,
"SVN","AVWAGE","TOT","USD","A","1999",25726.7118567803,
"SVN","AVWAGE","TOT","USD","A","2000",26448.466236896,
"SVN","AVWAGE","TOT","USD","A","2001",27513.2132372695,
"SVN","AVWAGE","TOT","USD","A","2002",27595.6070870453,
"SVN","AVWAGE","TOT","USD","A","2003",28175.5468978229,
"SVN","AVWAGE","TOT","USD","A","2004",29571.7837338513,
"SVN","AVWAGE","TOT","USD","A","2005",30688.7464394495,
"SVN","AVWAGE","TOT","USD","A","2006",31678.341063254,
"SVN","AVWAGE","TOT","USD","A","2007",32368.2361644724,
"SVN","AVWAGE","TOT","USD","A","2008",32855.6071457923,
"SVN","AVWAGE","TOT","USD","A","2009",33166.4974124456,
"SVN","AVWAGE","TOT","USD","A","2010",34188.9046748403,
"SVN","AVWAGE","TOT","USD","A","2011",34047.0133538648,
"SVN","AVWAGE","TOT","USD","A","2012",32965.3872791306,
"SVN","AVWAGE","TOT","USD","A","2013",32506.3604595362,
"SVN","AVWAGE","TOT","USD","A","2014",33045.4909388131,
"SVN","AVWAGE","TOT","USD","A","2015",33699.331893987,
"SVN","AVWAGE","TOT","USD","A","2016",34732.3770193207,
"SVN","AVWAGE","TOT","USD","A","2017",34932.728296191,
"ISL","AVWAGE","TOT","USD","A","1990",34824.7723765604,
"ISL","AVWAGE","TOT","USD","A","1991",37649.3886165051,
"ISL","AVWAGE","TOT","USD","A","1992",36358.3810953236,
"ISL","AVWAGE","TOT","USD","A","1993",34452.993879479,
"ISL","AVWAGE","TOT","USD","A","1994",35140.81771836,
"ISL","AVWAGE","TOT","USD","A","1995",35969.9596932667,
"ISL","AVWAGE","TOT","USD","A","1996",36734.1873248365,
"ISL","AVWAGE","TOT","USD","A","1997",38586.9591383001,
"ISL","AVWAGE","TOT","USD","A","1998",43399.8255001873,
"ISL","AVWAGE","TOT","USD","A","1999",44792.429279707,
"ISL","AVWAGE","TOT","USD","A","2000",45708.3237601044,
"ISL","AVWAGE","TOT","USD","A","2001",45410.541346608,
"ISL","AVWAGE","TOT","USD","A","2002",46717.8588861425,
"ISL","AVWAGE","TOT","USD","A","2003",45512.5353589283,
"ISL","AVWAGE","TOT","USD","A","2004",48585.7364268808,
"ISL","AVWAGE","TOT","USD","A","2005",52384.6825949625,
"ISL","AVWAGE","TOT","USD","A","2006",54729.6345273829,
"ISL","AVWAGE","TOT","USD","A","2007",56155.915671976,
"ISL","AVWAGE","TOT","USD","A","2008",49839.3557982732,
"ISL","AVWAGE","TOT","USD","A","2009",42617.8246327908,
"ISL","AVWAGE","TOT","USD","A","2010",44557.7137098792,
"ISL","AVWAGE","TOT","USD","A","2011",46773.7655533638,
"ISL","AVWAGE","TOT","USD","A","2012",46953.4181329982,
"ISL","AVWAGE","TOT","USD","A","2013",47910.2097742858,
"ISL","AVWAGE","TOT","USD","A","2014",48233.6896758778,
"ISL","AVWAGE","TOT","USD","A","2015",51758.6170530446,
"ISL","AVWAGE","TOT","USD","A","2016",56093.5853787221,
"ISL","AVWAGE","TOT","USD","A","2017",61786.8873117399,
"NZL","AVWAGE","TOT","USD","A","1990",28797.8976062793,
"NZL","AVWAGE","TOT","USD","A","1991",27640.3737219978,
"NZL","AVWAGE","TOT","USD","A","1992",28844.8564909066,
"NZL","AVWAGE","TOT","USD","A","1993",29618.5870595502,
"NZL","AVWAGE","TOT","USD","A","1994",30170.8324285122,
"NZL","AVWAGE","TOT","USD","A","1995",30009.1388262244,
"NZL","AVWAGE","TOT","USD","A","1996",30524.8539242166,
"NZL","AVWAGE","TOT","USD","A","1997",31353.3942804473,
"NZL","AVWAGE","TOT","USD","A","1998",30877.5058666697,
"NZL","AVWAGE","TOT","USD","A","1999",30444.9771306462,
"NZL","AVWAGE","TOT","USD","A","2000",30589.6510907439,
"NZL","AVWAGE","TOT","USD","A","2001",31152.7236052255,
"NZL","AVWAGE","TOT","USD","A","2002",31742.8532939325,
"NZL","AVWAGE","TOT","USD","A","2003",32902.3478316298,
"NZL","AVWAGE","TOT","USD","A","2004",34064.9755487273,
"NZL","AVWAGE","TOT","USD","A","2005",34644.6586439074,
"NZL","AVWAGE","TOT","USD","A","2006",34866.8067105873,
"NZL","AVWAGE","TOT","USD","A","2007",36919.686623798,
"NZL","AVWAGE","TOT","USD","A","2008",36512.7313615777,
"NZL","AVWAGE","TOT","USD","A","2009",36963.3161394803,
"NZL","AVWAGE","TOT","USD","A","2010",37318.6048176364,
"NZL","AVWAGE","TOT","USD","A","2011",37319.3501901963,
"NZL","AVWAGE","TOT","USD","A","2012",38106.1645582865,
"NZL","AVWAGE","TOT","USD","A","2013",37614.3291557581,
"NZL","AVWAGE","TOT","USD","A","2014",37909.8317530559,
"NZL","AVWAGE","TOT","USD","A","2015",38472.9389493331,
"NZL","AVWAGE","TOT","USD","A","2016",39674.4730156623,
"NZL","AVWAGE","TOT","USD","A","2017",40042.6295981091,
"CHL","AVWAGE","TOT","USD","A","1996",16463.0285728135,
"CHL","AVWAGE","TOT","USD","A","1997",17618.5083255125,
"CHL","AVWAGE","TOT","USD","A","1998",18450.0510352717,
"CHL","AVWAGE","TOT","USD","A","1999",19624.0620206857,
"CHL","AVWAGE","TOT","USD","A","2000",19587.6347557444,
"CHL","AVWAGE","TOT","USD","A","2001",20206.7448400711,
"CHL","AVWAGE","TOT","USD","A","2002",20467.6468815114,
"CHL","AVWAGE","TOT","USD","A","2003",21190.9910558856,
"CHL","AVWAGE","TOT","USD","A","2004",21723.7589769357,
"CHL","AVWAGE","TOT","USD","A","2005",21556.652898129,
"CHL","AVWAGE","TOT","USD","A","2006",21110.6175641561,
"CHL","AVWAGE","TOT","USD","A","2007",21185.8964810005,
"CHL","AVWAGE","TOT","USD","A","2008",21599.6246016343,
"CHL","AVWAGE","TOT","USD","A","2009",23188.2464189402,
"CHL","AVWAGE","TOT","USD","A","2010",24077.9430463913,
"CHL","AVWAGE","TOT","USD","A","2011",24220.2792249999,
"CHL","AVWAGE","TOT","USD","A","2012",24979.8166824287,
"CHL","AVWAGE","TOT","USD","A","2013",25651.3959603322,
"CHL","AVWAGE","TOT","USD","A","2014",25958.1345732436,
"CHL","AVWAGE","TOT","USD","A","2015",25748.0101323588,
"CHL","AVWAGE","TOT","USD","A","2016",26218.8774918009,
"CHL","AVWAGE","TOT","USD","A","2017",25878.9466983828,
"LVA","AVWAGE","TOT","USD","A","1996",8974.63885392986,
"LVA","AVWAGE","TOT","USD","A","1997",9392.27178073153,
"LVA","AVWAGE","TOT","USD","A","1998",9687.41531846652,
"LVA","AVWAGE","TOT","USD","A","1999",10098.2470861051,
"LVA","AVWAGE","TOT","USD","A","2000",10641.7357244874,
"LVA","AVWAGE","TOT","USD","A","2001",11002.3866211088,
"LVA","AVWAGE","TOT","USD","A","2002",10653.6390969875,
"LVA","AVWAGE","TOT","USD","A","2003",11446.2619218138,
"LVA","AVWAGE","TOT","USD","A","2004",12393.7716823549,
"LVA","AVWAGE","TOT","USD","A","2005",14424.9804623243,
"LVA","AVWAGE","TOT","USD","A","2006",15923.0248975676,
"LVA","AVWAGE","TOT","USD","A","2007",19642.1805360479,
"LVA","AVWAGE","TOT","USD","A","2008",20291.6227742549,
"LVA","AVWAGE","TOT","USD","A","2009",18321.4595582997,
"LVA","AVWAGE","TOT","USD","A","2010",17601.0895696464,
"LVA","AVWAGE","TOT","USD","A","2011",16987.9452726834,
"LVA","AVWAGE","TOT","USD","A","2012",17698.7430288766,
"LVA","AVWAGE","TOT","USD","A","2013",18546.0195288616,
"LVA","AVWAGE","TOT","USD","A","2014",19783.0492501142,
"LVA","AVWAGE","TOT","USD","A","2015",21587.446375434,
"LVA","AVWAGE","TOT","USD","A","2016",22726.2934400428,
"LVA","AVWAGE","TOT","USD","A","2017",23683.2583014375,
"LTU","AVWAGE","TOT","USD","A","1995",5543.95473993982,
"LTU","AVWAGE","TOT","USD","A","1996",7142.35234052827,
"LTU","AVWAGE","TOT","USD","A","1997",8490.31701865993,
"LTU","AVWAGE","TOT","USD","A","1998",9693.32596510153,
"LTU","AVWAGE","TOT","USD","A","1999",9899.89803590013,
"LTU","AVWAGE","TOT","USD","A","2000",9544.1448060243,
"LTU","AVWAGE","TOT","USD","A","2001",10090.7155497016,
"LTU","AVWAGE","TOT","USD","A","2002",10532.4625059827,
"LTU","AVWAGE","TOT","USD","A","2003",11232.2559474459,
"LTU","AVWAGE","TOT","USD","A","2004",12157.152832794,
"LTU","AVWAGE","TOT","USD","A","2005",13469.1088984184,
"LTU","AVWAGE","TOT","USD","A","2006",15788.041042972,
"LTU","AVWAGE","TOT","USD","A","2007",17403.4765992335,
"LTU","AVWAGE","TOT","USD","A","2008",19086.8809172176,
"LTU","AVWAGE","TOT","USD","A","2009",17519.0056200028,
"LTU","AVWAGE","TOT","USD","A","2010",17530.1709328906,
"LTU","AVWAGE","TOT","USD","A","2011",18345.1219364369,
"LTU","AVWAGE","TOT","USD","A","2012",18854.0271629848,
"LTU","AVWAGE","TOT","USD","A","2013",19607.9555360172,
"LTU","AVWAGE","TOT","USD","A","2014",20392.8932733805,
"LTU","AVWAGE","TOT","USD","A","2015",21416.7244683409,
"LTU","AVWAGE","TOT","USD","A","2016",22562.3852919533,
"LTU","AVWAGE","TOT","USD","A","2017",24286.869242824,
