iso2c,country,year,ne.trd.gnfs.zs,ne.exp.gnfs.zs,NE.IMP.GNFS.ZS
FR,France,1964,25.6863055867558,12.6368545647088,13.049451022047
FR,France,1965,25.8033546001833,13.2292212463374,12.5741333538459
FR,France,1966,26.537151928557,13.2884135319226,13.2487383966344
FR,France,1967,26.2489789174584,13.1449321780713,13.1040467393871
FR,France,1968,26.6357421629424,13.1742493206123,13.4614928423301
FR,France,1969,28.8136286937171,14.0116224489398,14.8020062447772
FR,France,1970,31.4189565466435,15.9811611958822,15.4377953507613
FR,France,1971,32.0089591417485,16.4816822643232,15.5272768774252
FR,France,1972,32.470428853515,16.6231060727089,15.8473227808061
FR,France,1973,34.4059723112064,17.5247221371069,16.8812501740996
FR,France,1974,42.3557676233599,20.6302807987887,21.7254868245712
FR,France,1975,36.691736336041,18.8332004951754,17.8585358408655
FR,France,1976,39.5998708787581,19.3351723328393,20.2646985459187
FR,France,1977,40.6359698442343,20.2335670307392,20.4024028134951
FR,France,1978,39.4383488949127,20.2426745837098,19.1956743112029
FR,France,1979,41.0336254739961,20.7159538936742,20.3176715803219
FR,France,1980,43.5026672864511,20.9825796312283,22.5200876552228
FR,France,1981,45.4109434591213,21.9698618586821,23.4410816004392
FR,France,1982,45.2523852836828,21.3986951973501,23.8536900863327
FR,France,1983,45.1398283198465,22.436327077748,22.7035012420985
FR,France,1984,47.5418299082076,23.8354808141097,23.7063490940978
FR,France,1985,47.0163879903232,23.3242134965665,23.6921744937567
FR,France,1986,40.8879984679522,20.3834784359363,20.5045200320159
FR,France,1987,40.2927394586107,19.5973518165664,20.6953876420443
FR,France,1988,41.3922169441697,20.3667255718941,21.0254913722756
FR,France,1989,44.0017811278671,21.6581538248618,22.3436273030054
FR,France,1990,42.7360551888574,20.9757333804124,21.760321808445
FR,France,1991,42.983681489047,21.3348844239057,21.6487970651412
FR,France,1992,41.991612606025,21.3305593452775,20.6610532607475
FR,France,1993,39.9051237217838,20.7925794072246,19.1125443145592
FR,France,1994,41.8262397371907,21.6603227312909,20.1659170058998
FR,France,1995,43.6461285770923,22.6229260600867,21.0232025170056
FR,France,1996,44.3292399538117,23.055564872,21.2736750818117
FR,France,1997,48.0334968830664,25.52319541576,22.5103014673064
FR,France,1998,49.5067667927119,26.1264919786729,23.380274814039
FR,France,1999,49.7609206002288,26.0765353865349,23.6843852136939
FR,France,2000,55.8612457180345,28.5949742490286,27.2662714690058
FR,France,2001,54.9593680925757,28.2658952021844,26.6934728903914
FR,France,2002,53.0720247583335,27.5310502579308,25.5409745004028
FR,France,2003,50.7978335232353,26.1119689746398,24.6858645485955
FR,France,2004,51.9250078784333,26.4688363216607,25.4561715567725
FR,France,2005,53.9807067764121,27.0330510418171,26.947655734595
FR,France,2006,56.1034244496256,27.9350550901956,28.16836935943
FR,France,2007,56.420756583014,27.853257510199,28.5674990728149
FR,France,2008,57.3970828857949,28.1193848563025,29.2776980294924
FR,France,2009,50.462450850073,24.8355472102672,25.6269036398058
FR,France,2010,54.8677910818934,26.7882998402738,28.0794912416196
FR,France,2011,58.7905764224005,28.4213374764194,30.369238945981
FR,France,2012,59.7020591687875,29.2030271868495,30.499031981938
FR,France,2013,59.764055074913,29.3647378670492,30.3993172078638
FR,France,2014,60.4787965196196,29.666684498073,30.8121120215465
FR,France,2015,61.7516939345861,30.5926223781313,31.1590715564548
FR,France,2016,61.1001423821095,30.2475371833945,30.852605198715
GB,United Kingdom,1962,39.0443735638117,19.4231000587726,19.6212735050391
GB,United Kingdom,1963,39.0464984503246,19.3240440726467,19.7224543776779
GB,United Kingdom,1964,39.156472329516,18.7296521595391,20.4268201699768
GB,United Kingdom,1965,37.9056130476123,18.5120424545618,19.3935705930505
GB,United Kingdom,1966,37.6527939698256,18.7531405373601,18.8996534324654
GB,United Kingdom,1967,37.9907331660299,18.4760516243004,19.5146815417295
GB,United Kingdom,1968,42.1957976971383,20.6995154973438,21.4962821997945
GB,United Kingdom,1969,42.555612002484,21.4833629003566,21.0722491021274
GB,United Kingdom,1970,41.9020164918918,21.3531112376265,20.5489052542653
GB,United Kingdom,1971,41.5541074597437,21.4341250410779,20.1199824186658
GB,United Kingdom,1972,40.5230957768831,20.2048072119199,20.3182885649631
GB,United Kingdom,1973,46.2486878133191,21.9800623457261,24.2686254675929
GB,United Kingdom,1974,57.2682033952122,26.2622457843348,31.0059576108774
GB,United Kingdom,1975,51.4211765836338,24.87284422644,26.5483323571938
GB,United Kingdom,1976,55.9612898416377,27.4286363847045,28.5326534569332
GB,United Kingdom,1977,57.4230823652663,29.0532806200934,28.3698017451729
GB,United Kingdom,1978,53.5742485570583,27.4299922928929,26.1442562641654
GB,United Kingdom,1979,53.2634327256589,26.8096499158196,26.4537828098392
GB,United Kingdom,1980,49.9884744361304,26.0632209776344,23.925253458496
GB,United Kingdom,1981,48.1146897077132,25.4405163424197,22.6741733652935
GB,United Kingdom,1982,48.3365859830266,25.1005098468865,23.2360761361401
GB,United Kingdom,1983,49.5108999972136,25.227226293417,24.2836737037966
GB,United Kingdom,1984,53.9941984343385,26.9686681500868,27.0255302842517
GB,United Kingdom,1985,53.5420482569226,27.3139066913923,26.2281415655303
GB,United Kingdom,1986,49.2412827343162,24.3273300496453,24.9139526846709
GB,United Kingdom,1987,48.6263338852763,23.8559397102848,24.7703941749915
GB,United Kingdom,1988,46.1693200904487,21.4839271914961,24.6853928989526
GB,United Kingdom,1989,47.4544955446663,21.9398886166577,25.5146069280086
GB,United Kingdom,1990,47.0283292592009,22.6071918372253,24.4211374219756
GB,United Kingdom,1991,44.1609541087032,21.8958421429519,22.2651119657513
GB,United Kingdom,1992,45.1278209976643,22.2136594165167,22.9141615811476
GB,United Kingdom,1993,48.4802570457262,24.062966241554,24.4172908041722
GB,United Kingdom,1994,50.5617218154687,25.2703252701303,25.2913965453384
GB,United Kingdom,1995,50.0216175094739,25.1476605838381,24.8739569256358
GB,United Kingdom,1996,51.2823322618637,25.725566506389,25.5567657554747
GB,United Kingdom,1997,50.3121861672812,25.3993611907018,24.9128249765795
GB,United Kingdom,1998,48.3179619828941,23.8169844174658,24.5009775654283
GB,United Kingdom,1999,48.8157973850758,23.6888042375659,25.1269931475099
GB,United Kingdom,2000,51.7253091548009,24.9114831811159,26.813825973685
GB,United Kingdom,2001,51.7268246383394,24.6627762534276,27.0640483849119
GB,United Kingdom,2002,50.262900733417,23.7245510399372,26.5383496934797
GB,United Kingdom,2003,49.3556321179825,23.4814637891052,25.8741683288773
GB,United Kingdom,2004,49.3885839552608,23.41402775937,25.9745561958908
GB,United Kingdom,2005,51.9241362574914,24.7007927255603,27.2233435319312
GB,United Kingdom,2006,55.7870171403,26.7215680175073,29.0654491227927
GB,United Kingdom,2007,52.0090927845485,24.8685970669023,27.1404957176462
GB,United Kingdom,2008,55.9461474772692,26.7387055037486,29.2074419735206
GB,United Kingdom,2009,54.1475384348168,26.1524590281243,27.9950794066925
GB,United Kingdom,2010,58.5384505872882,28.1635638180597,30.3748867692284
GB,United Kingdom,2011,62.0101231586103,30.4434172105858,31.5667059480246
GB,United Kingdom,2012,61.0876779446854,29.788534935615,31.2991430090704
GB,United Kingdom,2013,61.0946054354991,29.7230471905877,31.3715582449114
GB,United Kingdom,2014,58.0307922539507,28.2108881713609,29.8199040825898
GB,United Kingdom,2015,56.2391637686534,27.4079180774317,28.8312456912217
GB,United Kingdom,2016,58.1261766802537,28.2789648666378,29.8472118136159
GR,Greece,1962,25.3969577561724,9.06245284038361,16.3345049157888
GR,Greece,1963,26.7330632895555,9.35047759431657,17.3825856952389
GR,Greece,1964,26.926352538859,8.5423839779736,18.3839685608854
GR,Greece,1965,27.9983929303089,8.36350872961251,19.6348842006963
GR,Greece,1966,28.6438713248247,10.4989522772474,18.1449190475773
GR,Greece,1967,27.3931715597711,9.93638118191299,17.4567903778581
GR,Greece,1968,26.7293939874267,8.94470044174044,17.7846935456862
GR,Greece,1969,27.1472143795091,9.06415340736086,18.0830609721483
GR,Greece,1970,23.1099432945152,7.88292633821839,15.2270169562968
GR,Greece,1971,23.3191999373868,8.1568631726586,15.1623367647282
GR,Greece,1972,25.317664166809,9.12991143695986,16.1877527298491
GR,Greece,1973,31.7303507050904,11.6374962107904,20.0928544943
GR,Greece,1974,35.4769068062614,14.2157058523389,21.2612009539225
GR,Greece,1975,35.3229907141739,14.1416562163341,21.1813344978398
GR,Greece,1976,34.8786922444993,14.0486788101933,20.830013434306
GR,Greece,1977,34.6615836934354,13.9802280479761,20.6813556454593
GR,Greece,1978,33.1365956643507,13.6527311964461,19.4838644679046
GR,Greece,1979,35.5322117114342,15.173780857282,20.3584308541522
GR,Greece,1980,44.5858238010235,19.324077397404,25.2617464036195
GR,Greece,1981,47.1403354745787,21.3894636084805,25.7508718660982
GR,Greece,1982,41.8515323822009,17.2091028949374,24.6424294872635
GR,Greece,1983,41.1755423934634,16.4761375265379,24.6994048669255
GR,Greece,1984,40.8984853797075,16.8009614993221,24.0975238803854
GR,Greece,1985,40.3879757055887,16.1337964903955,24.2541792151932
GR,Greece,1986,42.6520449558576,17.6945214753118,24.9575234805459
GR,Greece,1987,42.3183569569429,18.1240762959,24.1942806610429
GR,Greece,1988,39.6132347161484,16.3145789342959,23.2986557818526
GR,Greece,1989,40.7838553083406,15.9457521193263,24.8381031890143
GR,Greece,1990,40.1283071274251,14.7785889725068,25.3497181549182
GR,Greece,1991,38.5927873229398,14.1996393563677,24.3931479665721
GR,Greece,1992,38.8225929412009,14.8788393387365,23.9437536024645
GR,Greece,1993,37.0258986062577,14.0477673647043,22.9781312415535
GR,Greece,1994,36.1631218934692,14.4456091463048,21.7175127471644
GR,Greece,1995,37.1078807984061,14.4252834909638,22.6825973074423
GR,Greece,1996,37.4962334395069,14.2869572693077,23.2092761701992
GR,Greece,1997,39.2742287484754,16.2222652425479,23.0519635059274
GR,Greece,1998,42.2682802501338,16.2965833756753,25.9716968744585
GR,Greece,1999,47.3775984365774,19.2560788540331,28.1215195825443
GR,Greece,2000,58.4156775406902,23.7183809141659,34.6972966265243
GR,Greece,2001,56.1399692678095,22.788744320873,33.3512249469365
GR,Greece,2002,50.3489962575686,20.1128544460134,30.2361418115552
GR,Greece,2003,48.1900537175606,18.5445830443658,29.6454706731948
GR,Greece,2004,49.8984415953514,20.7081145744875,29.190327020864
GR,Greece,2005,50.9008641205698,21.3122304275532,29.5886336930166
GR,Greece,2006,52.8502386406672,21.1740087896788,31.6762298509885
GR,Greece,2007,57.5243742223839,22.5202697630197,35.0041044593642
GR,Greece,2008,59.3297157210787,23.3615691198983,35.9681466011804
GR,Greece,2009,47.7438465419344,18.9821866963597,28.7616598455747
GR,Greece,2010,52.8290979327057,22.1022051218367,30.726892810869
GR,Greece,2011,57.8446200446513,25.5354159285239,32.3092041161275
GR,Greece,2012,61.8177666440886,28.6839940157939,33.1337726282947
GR,Greece,2013,63.5191424472248,30.3534285061372,33.1657139410876
GR,Greece,2014,67.1494536906228,32.3730407059617,34.7764129846611
GR,Greece,2015,63.0551607750752,31.5532707138237,31.5018900612515
GR,Greece,2016,60.8405277004676,30.0637459339879,30.7767817664797
HU,Hungary,1962,,,
HU,Hungary,1963,,,
HU,Hungary,1964,,,
HU,Hungary,1965,,,
HU,Hungary,1966,,,
HU,Hungary,1967,,,
HU,Hungary,1968,,,
HU,Hungary,1969,,,
HU,Hungary,1970,,,
HU,Hungary,1971,,,
HU,Hungary,1972,,,
HU,Hungary,1973,,,
HU,Hungary,1974,,,
HU,Hungary,1975,,,
HU,Hungary,1976,,,
HU,Hungary,1977,,,
HU,Hungary,1978,,,
HU,Hungary,1979,,,
HU,Hungary,1980,,,
HU,Hungary,1981,,,
HU,Hungary,1982,,,
HU,Hungary,1983,,,
HU,Hungary,1984,,,
HU,Hungary,1985,,,
HU,Hungary,1986,,,
HU,Hungary,1987,,,
HU,Hungary,1988,,,
HU,Hungary,1989,,,
HU,Hungary,1990,,,
HU,Hungary,1991,58.2710457850948,28.7385003038616,29.5325454812332
HU,Hungary,1992,55.35592533148,27.5863522785112,27.7695730529689
HU,Hungary,1993,53.4749030083565,23.1679649520035,30.306938056353
HU,Hungary,1994,56.3703873526934,25.374666572958,30.9957207797354
HU,Hungary,1995,78.2640717810733,39.1482809148553,39.1157908662179
HU,Hungary,1996,83.1866331651518,41.8457994312081,41.3408337339438
HU,Hungary,1997,94.7509508060129,47.8735737909806,46.8773770150323
HU,Hungary,1998,107.209985089616,52.8482314922501,54.3617535973657
HU,Hungary,1999,113.726208050693,55.5183103524513,58.2078976982413
HU,Hungary,2000,136.990371738763,66.6774581174606,70.3129136213028
HU,Hungary,2001,130.697897819683,64.7348482735801,65.9630495461029
HU,Hungary,2002,117.95138503124,57.9719385855902,59.9794464456496
HU,Hungary,2003,116.428384300513,56.2506668349799,60.1777174655328
HU,Hungary,2004,122.982849289836,59.5350894172198,63.4477598726162
HU,Hungary,2005,127.353678299707,62.5494284544067,64.8042498453006
HU,Hungary,2006,149.052826370595,73.9822765073129,75.0705498632825
HU,Hungary,2007,155.20008517063,77.9439727410371,77.2561124295927
HU,Hungary,2008,158.207962673611,79.2894659521366,78.9184967214748
HU,Hungary,2009,144.781390101437,74.4103979760681,70.3709921253692
HU,Hungary,2010,158.352697867102,81.8294403528221,76.5232575142796
HU,Hungary,2011,167.38804373993,86.7450372087019,80.6430065312279
HU,Hungary,2012,166.125856222689,86.4054192020142,79.7204370206744
HU,Hungary,2013,164.348415700949,85.6583995727354,78.6900161282138
HU,Hungary,2014,168.968519085042,87.6748895389263,81.2936295461152
HU,Hungary,2015,169.838228404571,88.9688478824934,80.8693805220772
HU,Hungary,2016,169.444823906601,89.7262054159608,79.7186184906399
IE,Ireland,1962,66.7473499184124,29.908390537866,36.8389593805464
IE,Ireland,1963,69.7259674219202,31.115618265564,38.6103491563561
IE,Ireland,1964,69.7768359751814,30.9639587064679,38.8128772687135
IE,Ireland,1965,73.8007775559928,32.282568481721,41.5182090742718
IE,Ireland,1966,75.4163262318285,34.5363334338156,40.8799927980129
IE,Ireland,1967,73.8273013291116,35.1014495577274,38.7258517713842
IE,Ireland,1968,78.8544792144789,36.0214142448746,42.8330649696043
IE,Ireland,1969,78.468157150235,34.6197718315395,43.8483853186955
IE,Ireland,1970,74.3369967119943,33.0522044341872,41.2847922778071
IE,Ireland,1971,72.1174763913576,32.2854553521996,39.832021039158
IE,Ireland,1972,67.5482851251683,30.898938384906,36.6493467402624
IE,Ireland,1973,75.145659517921,33.9787049169534,41.1669546009676
IE,Ireland,1974,90.5682214725526,38.0619922006945,52.506229271858
IE,Ireland,1975,82.9473505058103,38.1762518730419,44.7710986327684
IE,Ireland,1976,91.1293009376372,41.3605231871021,49.7687777505351
IE,Ireland,1977,97.8826399421353,44.1639368312092,53.7187031109261
IE,Ireland,1978,99.5929174542237,44.6470770026684,54.9458404515553
IE,Ireland,1979,105.173200880294,44.45778186799,60.715419012304
IE,Ireland,1980,102.180744470075,44.3091435331559,57.8716009369193
IE,Ireland,1981,100.853811949638,43.3232991397518,57.5305128098865
IE,Ireland,1982,93.85725881875,42.9850863937666,50.8721724249834
IE,Ireland,1983,97.6195692812589,46.8980935628804,50.7214757183785
IE,Ireland,1984,108.175917316957,53.2464595109608,54.9294578059962
IE,Ireland,1985,107.632473370665,53.9732278897485,53.6592454809169
IE,Ireland,1986,97.0093099153858,49.0404103791536,47.9688995362322
IE,Ireland,1987,100.623712469465,52.3771054266444,48.2466070428201
IE,Ireland,1988,105.092574193872,55.5259280071448,49.5666461867268
IE,Ireland,1989,112.330810838363,58.8577603581998,53.4730504801635
IE,Ireland,1990,104.90381432488,54.6408000927814,50.2630142320984
IE,Ireland,1991,106.312913581341,55.5153687715901,50.7975448097508
IE,Ireland,1992,109.414435299748,58.3356200446822,51.0788152550656
IE,Ireland,1993,116.4632299512,63.2911915420768,53.1720384091228
IE,Ireland,1994,126.337624611344,67.8787623121871,58.4588622991567
IE,Ireland,1995,135.940348807072,73.4320619051562,62.5082869019156
IE,Ireland,1996,138.703737774174,74.8183483375703,63.8853894366042
IE,Ireland,1997,142.321899573064,77.1532026753973,65.1686968976664
IE,Ireland,1998,157.977961345664,84.4339332133713,73.5440281322926
IE,Ireland,1999,160.143963948608,86.6077080713767,73.5362558772318
IE,Ireland,2000,175.140015305904,94.489514667878,80.6505006380259
IE,Ireland,2001,175.027857291,95.3262971729131,79.7015601180873
IE,Ireland,2002,163.765542664704,90.4749947177667,73.2905479469373
IE,Ireland,2003,146.552258110957,80.852043250907,65.7002148600499
IE,Ireland,2004,146.696891060678,80.5356210256648,66.1612700350127
IE,Ireland,2005,148.279869735847,79.5836674442647,68.696202291582
IE,Ireland,2006,149.958964447509,79.0015708748446,70.9573935726644
IE,Ireland,2007,153.293677102479,80.7824180853658,72.5112590171128
IE,Ireland,2008,159.625155922192,84.1149719738456,75.5101839483462
IE,Ireland,2009,172.998737646637,93.2367060731826,79.7620315734548
IE,Ireland,2010,189.421701644393,103.019290182287,86.4024114621054
IE,Ireland,2011,188.755762905901,103.791020586559,84.9647423193418
IE,Ireland,2012,191.537017476589,104.509633606792,87.027383869797
IE,Ireland,2013,188.521590741519,103.664147645544,84.8574430959743
IE,Ireland,2014,201.990345620904,110.025496775393,91.9648488455117
IE,Ireland,2015,215.136640507082,121.965038601737,93.1716019053451
IE,Ireland,2016,226.041377263329,120.815306582385,105.226070680944
IT,Italy,1962,25.8755409575001,12.6705820051651,13.204958952335
IT,Italy,1963,26.5084657772743,12.1648892158775,14.3435765613968
IT,Italy,1964,25.53170551103,12.8182632951046,12.7134422159254
IT,Italy,1965,26.4162308524716,14.2891816966252,12.1270491558464
IT,Italy,1966,27.7056058298763,14.698292555773,13.0073132741033
IT,Italy,1967,27.9617832066279,14.4631802456824,13.4986029609455
IT,Italy,1968,28.5140999078899,15.2407957181034,13.2733041897865
IT,Italy,1969,30.3906037756984,15.8441183215368,14.5464854541615
IT,Italy,1970,30.1912584220186,15.2108509384409,14.9804074835777
IT,Italy,1971,30.4894422046465,15.6286678887418,14.8607743159048
IT,Italy,1972,31.9205398429225,16.3644272693301,15.5561125735924
IT,Italy,1973,34.1691483393825,16.1556998228957,18.0134485164868
IT,Italy,1974,40.9279674122288,18.5818175106328,22.346149901596
IT,Italy,1975,37.5152662444838,18.7907036121654,18.7245626323184
IT,Italy,1976,41.3185519551361,20.1072474403287,21.2113045148073
IT,Italy,1977,41.937956135554,21.4463838107711,20.4915723247829
IT,Italy,1978,41.3949819522803,21.7463988442089,19.6485831080714
IT,Italy,1979,43.8446589686697,22.4550756744814,21.3895832941883
IT,Italy,1980,43.1044474142936,20.2490843141496,22.8553631001441
IT,Italy,1981,45.4209512581164,21.7329508563984,23.688000401718
IT,Italy,1982,43.6417915602755,21.1858706705101,22.4559208897655
IT,Italy,1983,40.313096532106,20.3963581237464,19.9167384083596
IT,Italy,1984,42.5659193832669,21.0701549650148,21.4957644182521
IT,Italy,1985,42.7680261645398,21.1784686788858,21.589557485654
IT,Italy,1986,36.274427598017,18.7622813220656,17.5121462759514
IT,Italy,1987,35.6718027051722,18.0401647891046,17.6316379160676
IT,Italy,1988,35.2188914358889,17.6328350725323,17.5860563633565
IT,Italy,1989,37.1665167474519,18.574434433877,18.5920823135749
IT,Italy,1990,36.4332635799018,18.3164108639657,18.1168527159362
IT,Italy,1991,33.9824506258543,17.0891653368666,16.8932852889877
IT,Italy,1992,35.0208955815969,17.5337287048275,17.4871668767694
IT,Italy,1993,37.8752992301677,20.4627455409131,17.4125536892545
IT,Italy,1994,40.5793871066172,21.9393308522163,18.6400562544009
IT,Italy,1995,45.8249854769126,24.7494729352799,21.0755125416327
IT,Italy,1996,42.9828399542971,23.7629253509155,19.2199146033816
IT,Italy,1997,44.6817471307566,24.2002801804106,20.481466950346
IT,Italy,1998,45.2099802774021,24.1226878567538,21.0872924206484
IT,Italy,1999,44.7251705646909,23.2504884796622,21.4746820850287
IT,Italy,2000,50.4745186728631,25.6577863853798,24.8167322874833
IT,Italy,2001,50.208223912999,25.7317516138008,24.4764722991982
IT,Italy,2002,48.1984169644958,24.4721815564371,23.7262354080587
IT,Italy,2003,46.2686386863224,23.3607361306775,22.907902555645
IT,Italy,2004,47.5436435914844,24.0629021998426,23.4807413916418
IT,Italy,2005,49.4138148269597,24.6516623364506,24.7621524905092
IT,Italy,2006,53.292274830165,26.2279674936618,27.0643073365032
IT,Italy,2007,55.2136471865318,27.4271989427112,27.7864482438206
IT,Italy,2008,54.7180076742909,26.9645427371049,27.7534649371859
IT,Italy,2009,45.6091167384025,22.476595932438,23.1325208059645
IT,Italy,2010,52.3455973754055,25.1882111380109,27.1573862373946
IT,Italy,2011,55.582987559596,27.0063462201189,28.5766413394771
IT,Italy,2012,56.1848797314762,28.5863636786269,27.5985160528493
IT,Italy,2013,55.4665897544128,28.8625862995935,26.6040034548193
IT,Italy,2014,55.7597689815536,29.3065130489857,26.4532559325679
IT,Italy,2015,56.9313063356168,29.9149426536909,27.0163636819259
IT,Italy,2016,56.0439016134225,29.6237004563789,26.4202011570436
LU,Luxembourg,1962,155.977294228686,81.7858584800695,74.1914357486168
LU,Luxembourg,1963,152.089719672038,79.5080894058701,72.5816302661677
LU,Luxembourg,1964,154.376569504599,80.630475185562,73.7460943190365
LU,Luxembourg,1965,158.104811717028,83.0013679697415,75.1034437472869
LU,Luxembourg,1966,150.086710694351,79.463225452284,70.6234852420669
LU,Luxembourg,1967,147.120048888798,80.7670298963942,66.3530189924038
LU,Luxembourg,1968,149.041617171524,82.8283497329417,66.2132674385827
LU,Luxembourg,1969,152.254248582133,86.7025195534212,65.5517290287122
LU,Luxembourg,1970,156.672474257827,88.0670386796691,68.6054355781577
LU,Luxembourg,1971,163.791134703464,87.335368659391,76.4557660440732
LU,Luxembourg,1972,151.647905301309,82.1211836814993,69.5267216198096
LU,Luxembourg,1973,157.897912214941,88.5108942314215,69.3870179835194
LU,Luxembourg,1974,175.450583654262,101.692055958564,73.7585276956983
LU,Luxembourg,1975,171.450758019316,91.6247614080113,79.8259966113051
LU,Luxembourg,1976,161.839062262069,87.3150062450903,74.5240560169783
LU,Luxembourg,1977,161.01933356343,86.0612888908398,74.9580446725901
LU,Luxembourg,1978,157.597772068005,83.0064018222279,74.5913702457769
LU,Luxembourg,1979,168.756184975624,90.0884238166504,78.6677611589734
LU,Luxembourg,1980,168.525203389274,87.7072395095348,80.8179638797393
LU,Luxembourg,1981,166.939500037453,85.8508591897252,81.0886408477279
LU,Luxembourg,1982,170.287794546544,88.1860590110818,82.1017355354626
LU,Luxembourg,1983,170.974699772782,89.4086821266158,81.5660176461661
LU,Luxembourg,1984,190.185735111569,100.162472660843,90.0232624507259
LU,Luxembourg,1985,201.132542740992,107.460016121156,93.6725266198364
LU,Luxembourg,1986,183.574500921306,98.3406900697425,85.2338108515636
LU,Luxembourg,1987,182.467729990123,95.6028835027196,86.8648464874032
LU,Luxembourg,1988,183.929892860934,97.1380688503304,86.7918240106036
LU,Luxembourg,1989,185.991468847137,99.8615358033693,86.1299330437677
LU,Luxembourg,1990,182.86894856142,97.8007609925223,85.0681875688982
LU,Luxembourg,1991,183.690727697904,97.6955360900621,85.9951916078419
LU,Luxembourg,1992,177.769141680833,96.707857053524,81.0612846273085
LU,Luxembourg,1993,176.667949910708,96.9689675322849,79.6989823784227
LU,Luxembourg,1994,180.950603784565,100.180980034529,80.7696237500355
LU,Luxembourg,1995,184.615134976502,102.475306045934,82.1398289305673
LU,Luxembourg,1996,190.432181126353,106.524281977711,83.9078991486428
LU,Luxembourg,1997,210.582263607924,115.847004216419,94.7352593915052
LU,Luxembourg,1998,232.890088784925,126.178536185983,106.711552598942
LU,Luxembourg,1999,239.216927815784,130.829615551375,108.387312264409
LU,Luxembourg,2000,271.950966356649,148.484907700666,123.466058655983
LU,Luxembourg,2001,271.344448796917,147.439463050704,123.904985746213
LU,Luxembourg,2002,258.843148263393,141.96461158688,116.878536676513
LU,Luxembourg,2003,254.101052437033,138.90022793065,115.200824506383
LU,Luxembourg,2004,281.208393928219,153.035736645875,128.172657282344
LU,Luxembourg,2005,297.772974229331,161.676408809019,136.096565420312
LU,Luxembourg,2006,320.598261765662,176.246890384932,144.35137138073
LU,Luxembourg,2007,332.50484932692,182.888001090727,149.616848236193
LU,Luxembourg,2008,343.561828330302,187.111880717512,156.449947612789
LU,Luxembourg,2009,295.972806200216,164.069506600635,131.903299599581
LU,Luxembourg,2010,316.161400227568,174.523090007987,141.638310219581
LU,Luxembourg,2011,323.449607347643,177.989656164445,145.459951183197
LU,Luxembourg,2012,341.862022195953,186.444307394605,155.417714801349
LU,Luxembourg,2013,349.241939063509,190.628582291961,158.613356771548
LU,Luxembourg,2014,392.804183547751,212.607099406063,180.197084141687
LU,Luxembourg,2015,416.389235822583,224.840709934264,191.548525888319
LU,Luxembourg,2016,413.515382278095,223.616412561028,189.898969717067
LV,Latvia,1962,,,
LV,Latvia,1963,,,
LV,Latvia,1964,,,
LV,Latvia,1965,,,
LV,Latvia,1966,,,
LV,Latvia,1967,,,
LV,Latvia,1968,,,
LV,Latvia,1969,,,
LV,Latvia,1970,,,
LV,Latvia,1971,,,
LV,Latvia,1972,,,
LV,Latvia,1973,,,
LV,Latvia,1974,,,
LV,Latvia,1975,,,
LV,Latvia,1976,,,
LV,Latvia,1977,,,
LV,Latvia,1978,,,
LV,Latvia,1979,,,
LV,Latvia,1980,,,
LV,Latvia,1981,,,
LV,Latvia,1982,,,
LV,Latvia,1983,,,
LV,Latvia,1984,,,
LV,Latvia,1985,,,
LV,Latvia,1986,,,
LV,Latvia,1987,,,
LV,Latvia,1988,,,
LV,Latvia,1989,,,
LV,Latvia,1990,,,
LV,Latvia,1991,,,
LV,Latvia,1992,,,
LV,Latvia,1993,,,
LV,Latvia,1994,,,
LV,Latvia,1995,73.87676271138,34.5670547284372,39.3097079829428
LV,Latvia,1996,89.9170971630313,40.4505478367731,49.4665493262581
LV,Latvia,1997,88.471121538919,39.7145115685142,48.7566099704048
LV,Latvia,1998,90.4436508681137,39.1888195962614,51.2548312718523
LV,Latvia,1999,79.8714376546922,35.0311664359105,44.8402712187817
LV,Latvia,2000,81.752907834797,36.882606069294,44.8703017655029
LV,Latvia,2001,86.493976769262,38.0559900140963,48.4379867551657
LV,Latvia,2002,83.2986584574345,36.5800965815376,46.7185618758969
LV,Latvia,2003,84.7807482969911,36.1187276704655,48.6620206265256
LV,Latvia,2004,93.7133509981055,39.0813534077938,54.6319975903117
LV,Latvia,2005,100.833397562092,43.1754051118639,57.6579924502281
LV,Latvia,2006,100.618599561276,39.973283599937,60.6453159613387
LV,Latvia,2007,95.9230193431634,38.4509870811424,57.4720322620211
LV,Latvia,2008,92.0013789855011,39.5423189008689,52.4590600846323
LV,Latvia,2009,86.8264215410616,42.6028809354938,44.2235406055679
LV,Latvia,2010,108.788986837409,53.6573244074927,55.1316624299158
LV,Latvia,2011,120.611250854009,57.8166930103743,62.7945578436352
LV,Latvia,2012,127.065798888064,61.309482169862,65.756316718202
LV,Latvia,2013,124.158110025073,60.3041798096319,63.8539302154408
LV,Latvia,2014,122.927193787256,60.7408755710594,62.1863182161966
LV,Latvia,2015,121.347425305683,60.4223076962297,60.9251176094529
LV,Latvia,2016,118.803709544677,59.9789788847067,58.8247306599708
NL,Netherlands,1962,91.4720077914338,45.9426042281739,45.5294035632599
NL,Netherlands,1963,92.7452941601509,46.0326918446597,46.7126023154912
NL,Netherlands,1964,91.2954842587883,44.6109586193346,46.6845256394537
NL,Netherlands,1965,85.7964651995363,42.8107866340402,42.9856785654961
NL,Netherlands,1966,84.208825838531,41.6514807868452,42.5573450516858
NL,Netherlands,1967,81.3597140757436,40.4676310118428,40.8920830639007
